,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
6769852549722242790,Itaú vende carteira de vida para Prudential | Sonho Seguro,InsurTech: changing the world of risk - Chris Skinner's blog,Making digital strategy a reality in insurance,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,Seguradores serão mentores de start-ups selecionadas pela aceleradora da Accenture | Sonho Seguro,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro
6783622248311192269,Par de alianças impede que seu parceiro assista Netflix sem você,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Corporate Intrapreneur Summit,"Docker - Build, Ship, and Run Any App, Anywhere","Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Conheça a patente do Google que prevê entregas por drones - Startupi
6807042796917367736,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Facebook is open-sourcing its AI bot-building research,Effective learning through code workshops | Box Blog,World's Fastest Growing Open Source Platform Pushes Out New Release,The Business Case for Progressive Web Apps,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack
6817244649248188271,Desenvolvimento de Aplicativos Mobile com Xamarin -,"Agility in the Cloud: Which ""As a Service"" Works for You?",Writing good code: how to reduce the cognitive load of your code,Today in Apple history: Steve Jobs passes away | Cult of Mac,Perfect Menu for Mobile Apps - UX Planet,How to use Docker to run ASP.NET Core apps on Google App Engine
6829640091575814990,Branding é problema seu. E meu.,Sete Reinos,A nova marca da HP foi criada (e rejeitada) 5 anos atrás,Críticas de design: dizendo as coisas que precisam ser ditas,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,A identidade visual de Budapeste para as Olimpíadas de 2024
6831941111848480366,"Amazon looking to buy Capital One? "" Banking Technology",Conversational Banking; from branches to bots. - Chatbots Magazine,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,Blockchain startup R3 cuts fund-raising target to $150 million: source,3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk
6847089514431675996,"Conheça Ember, a impressora 3D com hardware e software aberto da Autodesk",What is WebAssembly? The Dawn of a New Era - JavaScript Scene,Containers are not VMs,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Kickstarter 3D printer will print circuit boards as part of your designs,Arduino clone is as small as an AA battery
6847460841437230342,Indian outsourcing specialists must reboot their strategies,An operating model for company-wide agile development,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz","Google's AI engine is reading 2,865 romance novels to be more conversational",Grow fast or die slow: Focusing on customer success to drive growth,The return of the machinery question
6850500272809381909,WeChat's competitor to Slack has arrived,"There will be a Drupal 9, and here is why",Uber China will reportedly merge with archrival Didi Chuxing,WeChat's world,"How I built an app with 500,000 users in 5 days on a $100 server","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic"
6852597772196653540,Firebase and Google Cloud: better together,Practical VPC Design - AWS Startup Collection,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),How I Passed the AWS Solutions Architect Professional Exam,Google lags behind Amazon and Microsoft's cloud in one important area,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business
6858632230975272305,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",Meio&Mensagem,How to get the most from your agency relationships in 2017,Can Accenture Take Over Advertising?,The need to lead in data and analytics,1% das empresas dominam 94% das receitas na App Store
6881796783400625893,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Quick Tip: Working with the JavaScript Battery API,"A whole new GitHub Universe: announcing new tools, forums, and features",Say Hello to React CDK - KADIRA VOICE,Comparing React.js to Vue.js for dynamic tabular data,Building Flipkart Lite: A Progressive Web App
6909761382991856804,"Fundador da Netshoes fala ao E-Commerce Brasil sobre inovação, gestão de pessoas e futuro",Como a Netshoes se preparou para a Black Friday deste ano,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Comprar roupas está ficando fora de moda no Reino Unido,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,O IPO é a saída para a Netshoes?
6910763794618680440,JavaServer Faces 2.3 Quick Reference - DZone Java,Graph Capabilities with the Elastic Stack,Eclipse Foundation Releases Neon,Million-dollar babies,Plano nacional de ''internet das coisas'' sai em fevereiro,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps
6940370558848102253,Graduação já não garante uma carreira de sucesso em TI - CIO,71 erros de vocabulário e pronúncia em inglês que você faz,Alecrim/AlecrimCoreData,Joel on Software,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Ordering coffee in Italy: the 10 commandments
6941466664989793964,Accenture amplia atuação no Brasil,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,Accenture Launches Content Studio,35 Innovative and Inspirational Website Designs in Banking,You won't recognize the new world of digital payments without this report,How to get the most from your agency relationships in 2017
6947862790919978120,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",The Three Language Acquisition Stages,Elastic Stack 5.0.0 Released
6980529106338478812,Why The New Chatbot Invasion Is So Different From Its Predecessors,Google's OnHub router finally gets some smart home features via IFTTT,How will bots make money? Here are 7 business models,You're Asking Too Much of Chat Bots. Just Let Them Grow Up,Why Deep Learning Is Suddenly Changing Your Life,Terms Aggregation in Elastic Search
6987435400166905688,Building a high-throughput data science machine,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Graph-powered Machine Learning at Google,The AI business landscape,Services | RaRe Technologies,Deep learning software knows that a rose is a rose is a rosa rubiginosa
6989198691754522425,Front in BH 2016,"Stock photos of women of color in tech, now free to use.",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Like It Is: Bob Dylan Explains What Really Killed Rock 'n' Roll,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files"
6997620589258672675,Abrimos uma conta no Original.,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Blockchain Will Be Used By 15% of Big Banks By 2017,Nubank e Goldman fecham parceria de R$ 200 milhões,"Facebook says 10K+ developers are building chatbots, analytics coming"
6999813113145211708,Write Like You Talk,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,The Language of Beauty Ads,The Genderbread Person v3 | It's Pronounced Metrosexual,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
7004101889471761341,Still a virtual reality skeptic? Here's why you shouldn't be,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,How I Passed the AWS Solutions Architect Professional Exam,Achievement Unlocked : AWS Certified Solutions Architect Professional,StrictMode for Runtime Analysis on Android - Google Developers
7013665235990336340,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living","Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro",Abrimos uma conta no Original.,MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior
7021353262177009708,Udacity abre código de simulador de carro autônomo para quem quiser testar,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Microsoft's new online certification program kicks off with data science specialization | ZDNet,Cognitive Services-Intelligence Applications | Microsoft Azure,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,My experience with Google's Associate Android Developer Certification
7023677777837267720,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,How it feels to learn Javascript in 2016,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,Ciclistas relatam roubos com agressividade na avenida dos Andradas
7024819429467163565,Chrome extension brings Medium's best feature to the whole Web,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Progressive Web App - first introduced on Google I/O | airberlin,Why Steve Jobs Was Proud to Steal Ideas,What SWAG will Google I/O 2016 attendees take home?,Deep learning software knows that a rose is a rose is a rosa rubiginosa
7062745737910050042,Here are the SDKs Top Mobile Apps Use,What to Expect at WWDC 2016,Alecrim/AlecrimCoreData,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software
